Artist,Avg Tickets,Gross Sales,Territory,Agency,Location
Sugar & The Mint,,,North America,Myriad Artists,
SUGAR CANDY MOUNTAIN,,,,Space Agency Booking,
Sugar Ray,"1,338","$27,568",Worldwide,Creative Artists Agency (Music),Los Angeles
Sugaray Rayford,75,"$1,027",North America,Mint Talent Group,
Suicidal Tendencies,787,"$24,714",North America,United Talent Agency - Beverly Hills,
Suicidal Tendencies,787,"$24,714",North America,UTA,
Suicide Silence,,,"South America, North America",33 & West,
SuicideGirls,558,"$18,521",Europe,33 & West,
Sullivan King,673,"$13,325",Worldwide,United Talent Agency - Beverly Hills,
Sullivan King,673,"$13,325",Worldwide,UTA,
Sully Erna,,,Europe,WME,
Sully Erna,,,North America,WME,
Sultan + Shepard,,,"North America, South America",Paradigm - NYC,
Sultan + Shepard,,,North America,Paradigm - Beverly Hills,
Sum 41,"2,923","$139,484",United States,Sound Talent Group,
Sumac,176,"$2,676",Worldwide ex. UK/Europe,Ground Control Touring,
Sumie,,,North America,Concerted Efforts,
Summer Raeann,,,Worldwide,APA,
Summer Salt,365,"$6,273",Worldwide ex. UK/Europe,APA,
Summer Salt,,,"Worldwide ex. UK/Europe, Worldwide ex. UK/Europe",APA,
Summer Slaughter,588,"$10,492",Worldwide,33 & West,
Summer Walker,"1,923","$65,873",Worldwide,WME,
Sumo Cyco,,,Worldwide,TKO,
Sumo Princess,,,Worldwide,33 & West,
Sun & Flesh,,,United States,Dynamic Talent International,
Sun & Flesh,,,United States,Dynamic Talent International,
SUN BLOOD STORIES,,,,Duck Club Touring,
Sun Kil Moon,301,"$8,055",North America,The M.O.B. Agency,
Sun Seeker,124,"$1,728",North America,Creative Artists Agency (Music),Los Angeles
Sundara Karma,,,North America,Paradigm - NYC,
Sundressed,124,"$1,312",North America,FATA Booking Agency,
Sunflower Bean,144,"$2,203","North America, South America",High Road Touring,
Sunflower Dead,,,United States,Dynamic Talent International,
Sunn O))),693,"$26,677",North America,United Talent Agency - Beverly Hills,
Sunn O))),693,"$26,677",North America,UTA,
Sunni Colón,,,"Mexico, Canada, Australia, United States, New Zealand",Arrival Artists,
Sunny Day Real Estate,,,North America,United Talent Agency - Beverly Hills,
Sunny Day Real Estate,,,North America,UTA,
Sunny War,675,"$20,380","United States, Canada",Prater Day,
Sunset Boulevard Live,,,North America,WME,
Sunset Kids,,,North America,Paradigm - Toronto,
Sunsleep,,,United States,Dynamic Talent International,
SunSquabi,,,,Goldengate Agency,
Supa Bwe,591,"$9,615",Worldwide,Creative Artists Agency (Music),Los Angeles
Supagroup,,,Worldwide,Rocky Road Touring,
Super Diamond,462,"$10,998",North America,Swan Entertainment,
Super Duper,,,,Creative Artists Agency (Music),Nashville
Super Duper,,,Worldwide,Creative Artists Agency (Music),Los Angeles
Super Furry Animals,,,North America,Ground Control Touring,
Super Junior,"16,999","$1,064,383",Europe,WME,
Super Junior,"16,999","$1,064,383",Worldwide,ICM Partners,
Super Whatevr,89,"$1,361",North America,Sound Talent Group,
Superchunk,548,"$13,408",North America,Ground Control Touring,
Supercrush,,,,Wired Tour Booking,
Superdrag,,,North America,Paradigm - NYC,
Supergrass,"2,839","$125,844",North America,Paradigm - NYC,
Superjoint Ritual,,,Europe,WME,
Superjoint Ritual,,,United States,TKO,
Superorganism,,,,TBA Agency,
Supertask,,,North America,Madison House,
Suprême NTM,,,"Europe, United Kingdom",Creative Artists Agency (Music),Los Angeles
Surauchie,,,Canada,APA,
Surauchie,,,North America,APA,
Sure Sure,216,"$3,111",North America,Paradigm - Nashville,
Surf City Allstars,,,non-exclusive,Utopia Artists / Mars Talent Agency (UAMT),
Surf Curse,348,"$5,081",Worldwide,Ground Control Touring,
Surf Mesa,,,North America,Paradigm - Beverly Hills,
Surface,"3,257","$131,547",Worldwide,Red Entertainment Agency,
Surfaces,638,"$9,339",Worldwide ex. UK/Europe,United Talent Agency - Beverly Hills,
Surfaces,638,"$9,339",Worldwide ex. UK/Europe,UTA,
Surfbort,53,$726,Worldwide ex. UK/Europe,Ground Control Touring,
SURFER BLOOD,,,,Space Agency Booking,
Surfer Girl,,,North America,Mint Talent Group,
Survive,,,"Australia, South America, North America",Concerted Efforts,
Susan Lucci,,,North America,WME,
Susan Werner,268,"$8,688",Worldwide,The Roots Agency,
Susanne Sundfør,154,"$4,791",North America,United Talent Agency - Beverly Hills,
Susanne Sundfør,154,"$4,791",North America,UTA,
Susanne Sundfør,154,"$4,791",Worldwide,UTA,
Susto,280,"$6,028",North America,Paradigm - NYC,
Susto,280,"$6,028",North America,Paradigm - Nashville,
SUSUPERSAM,,,North America,United Talent Agency - Beverly Hills,
SUSUPERSAM,,,North America,UTA,
Sutekh Hexen,,,,HEAVY TALENT,
Sutton Foster,840,"$78,603",Worldwide,Creative Artists Agency (Music),Los Angeles
SUUNS,,,,Space Agency Booking,
Suzanne Santo,114,"$2,881",Worldwide ex. UK/Europe,Crossover Touring,
Suzanne Vega,646,"$27,812",North America,High Road Touring,
Suzi Wu,,,North America,Paradigm - NYC,
Svdden Death,565,"$11,289",Worldwide,United Talent Agency - Beverly Hills,
Svdden Death,565,"$11,289",Worldwide,UTA,
Svetlanas,,,,HEAVY TALENT,
Swagger Rite,,,Worldwide,APA,
Swallow The Sun,,,North America,First Row Talent,
Swami John Reis & The Blind Snake,,,Worldwide ex. UK/Europe,APA,
Swans,,,Worldwide,Leafy Green Booking,
Swatkins & The Positive Agenda,,,North America,Nimbleslick Entertainment,
Swavay,,,North America,ICM Partners,
Sway Clarke II,,,Worldwide,Creative Artists Agency (Music),Los Angeles
Swearin',175,"$2,457",North America,Ground Control Touring,
Swedish Jam Factory,,,United States,United Talent Agency - Beverly Hills,
Swedish Jam Factory,,,United States,UTA,
Sweet and Tender Hooligans,"1,675","$31,522",North America,Leave Home Booking,
Sweet Apple,,,North America,United Talent Agency - Beverly Hills,
Sweet Apple,,,North America,UTA,
Sweet Crude,112,"$1,465",North America,High Road Touring,
Sweet Honey In The Rock,409,"$16,875",Worldwide,Head Booking,
Sweet Teeth,,,"North America, Asia, Australia",Mint Talent Group,
Sweet Teeth,,,"Asia, Australia, North America",Mint Talent Group,
Swell,,,North America,Creative Artists Agency (Music),Los Angeles
Swervedriver,366,"$10,208",North America,ICM Partners,
Swet Shop Boys,,,North America,United Talent Agency - Beverly Hills,
Swet Shop Boys,,,North America,UTA,
Swim Deep,244,"$3,045",North America,ICM Partners,
Swimmer,12,$120,North America,Nimbleslick Entertainment,
Swimming With Bears,124,"$1,308",North America,The Empire Agency,
Swimming With Bears,127,"$1,350",Worldwide ex. North America,APA,
Swingin' Utters,142,"$2,125",North America,Leave Home Booking,
Swirlies,,,North America,Concerted Efforts,
Switchfoot,"1,118","$40,573","Australia, Asia",WME,
Switchfoot,"1,118","$40,573",Europe,WME,
Switchfoot,"1,118","$40,573",North America,WME,
Swizz Beatz,,,North America,United Talent Agency - Beverly Hills,
Swizz Beatz,,,North America,UTA,
SWMRS,492,"$8,918","North America, Australia, South America, Japan",Paradigm - Beverly Hills,
Swoosh God,,,Worldwide,APA,
Swoosh God,,,Worldwide,APA,
SWSH,,,Worldwide,ICM Partners,
SWV,"1,083","$64,273",non-exclusive,Universal Attractions Agency,
SWV,"1,083","$64,273",North America,ICM Partners,
Syd Arthur,,,Europe,WME,
Syd B,,,Worldwide,ICM Partners,
Sydnee Washington,,,Worldwide,WME,
Sylar,,,Worldwide ex. North America,United Talent Agency - Beverly Hills,
Sylar,,,Worldwide ex. North America,UTA,
Sylar,,,North America,Sound Talent Group,
Syleena Johnson,299,"$11,111",non-exclusive,Universal Attractions Agency,
Sylo Nozra,,,Worldwide,ICM Partners,
Sylvan Esso,"3,122","$114,267",North America,Paradigm - Nashville,
Symba,,,Worldwide,ICM Partners,
Syml,415,"$8,000",North America,Paradigm - NYC,
Syml,415,"$8,000",North America,Paradigm - Toronto,
Symphony X,,,North America,First Row Talent,
System Of A Down,"12,321","$1,024,213",North America,WME,
Sza,"2,694","$181,511",North America,Creative Artists Agency (Music),Los Angeles
T 'N' T,,,,Corson Agency,
T Bone Burnett,370,"$23,014",United States,Creative Artists Agency (Music),Los Angeles
T Murph,,,Worldwide,APA,
T-Pain,"4,344","$54,355",North America,Paradigm - NYC,
T. Hardy Morris,,,North America,"The Progressive Global Agency, Inc",
T.3,,,Worldwide,ICM Partners,
T.I.,"2,394","$157,990",non-exclusive,APA,
T.I.,"2,487","$164,380",non-exclusive,Universal Attractions Agency,
T'Pau,,,North America,Red Entertainment Agency,
Ta-ku,,,"South America, North America",Paradigm - Beverly Hills,
Tab Benoit,482,"$17,258",Worldwide,Northstar Artists,
Tab Benoit,485,"$17,360",Worldwide,Northstar Artists,
Tabi Bonney,,,Worldwide,Allive Agency,
Tablo,,,Worldwide,WME,
Tablo,,,Worldwide,WME,
Tacarra Williams,,,Worldwide,Gersh,
Tacocat,239,"$3,879",North America,Ground Control Touring,
Tag Team,,,Worldwide,Pyramid Entertainment Group,
TAGUA TAGUA,,,,Space Agency Booking,
Tahiti 80,,,North America,The M.O.B. Agency,
Tai Verdes,,,North America,Paradigm - NYC,
Taiki Nulight,,,"South America, North America",Paradigm - Beverly Hills,
Tainted Love - The Best Of The 80's Live,699,"$15,676",North America,Swan Entertainment,
Tainy,,,Worldwide,WME,
Taj Mahal,515,"$28,637",North America,Mint Talent Group,
Taj Ralph,,,"Asia, Australia",WME,
Take 6,,,United States,APA,
Take Me To The River,625,"$26,695",Worldwide,Northstar Artists,
Take Me To The River,625,"$26,695",Worldwide,Northstar Artists,
Takeoff,,,Worldwide,ICM Partners,
Taking Back Sunday,"2,950","$100,481",North America,Paradigm - NYC,
Tal Wilkenfeld,235,"$7,221",Worldwide ex. North America,UTA,
Tal Wilkenfeld,235,"$7,221",North America,Mint Talent Group,
Tale Of Us,,,"North America, South America",Liaison Artists,
Talib Kweli,579,"$15,839",Worldwide ex. North America,UTA,
Talisk,177,"$3,159",North America,Skyline Artists Agency,
Tall Heights,144,"$1,995","Worldwide ex. UK/Europe, Worldwide ex. UK/Europe",APA,
Talo Cruz,,,Worldwide ex. North America,Creative Artists Agency (Music),Los Angeles
Talos,418,"$8,733",North America,Paradigm - Beverly Hills,
Talos,418,"$8,733",Worldwide ex. North America,UTA,
Tamar Braxton,"1,263","$72,718",Worldwide,Creative Artists Agency (Music),Los Angeles
Tamar Braxton,"1,263","$72,718",non-exclusive,Universal Attractions Agency,
Tamaryn,,,North America,Ground Control Touring,
Tame Impala,"10,019","$522,650",North America,Creative Artists Agency (Music),Los Angeles
Tamia,648,"$22,657",Worldwide,ICM Partners,
Tamino,805,"$21,710",Worldwide ex. North America,Creative Artists Agency (Music),Los Angeles
Tamino ,,,,TBA Agency,
Tamir,,,North America,APA,
Tammy Pescatelli,,,Worldwide,APA,
Tania Vulcano,,,Worldwide ex. North America,UTA,
Tank,"2,979","$143,388",Worldwide,ICM Partners,
Tank Abbott,,,North America,Tone Deaf Touring,
Tank and the Bangas,761,"$18,017","Australia, North America, South America, Asia",High Road Touring,
Tanner Braungardt,,,Worldwide,Creative Artists Agency (Comedy),Los Angeles
Tanner Braungardt,,,Worldwide,Creative Artists Agency (Music),Los Angeles
Tanukichan ,,,,TBA Agency,
Tanya Tucker,668,"$37,259",North America,Paradigm - Nashville,
Tape Face,405,"$11,141",Worldwide,ICM Partners,
Tape Face,405,"$11,141",Worldwide,ICM Partners,
Taproot,,,United States,Dynamic Talent International,
Tapz,,,North America,WME,
Tara Grammy,,,Worldwide,Gersh,
Tara Lily,,,Worldwide,WME,
Taraka,,,North America,Ground Control Touring,
Tarrus Riley,526,"$15,892",North America,The Empire Agency,
Tash Neal,,,North America,Paradigm - Beverly Hills,
Tash Sultana,"4,047","$165,043",Asia,WME,
Tash Sultana,"4,047","$165,043",North America,Paradigm - Nashville,
Tash Sultana,"4,047","$165,043",North America,Paradigm - Toronto,
TASHA,,,,Outer/Most,
Tasha Cobbs,"2,665","$132,021",North America,WME,
Taska Black,,,"Australia, New Zealand",WME,
Taska Black,,,Europe,WME,
Taska Black,,,"South America, North America, Asia",United Talent Agency - Beverly Hills,
Taska Black,,,"South America, North America, Asia",UTA,
Tatanka,12,$156,"Worldwide, North America",SEG - Sweetwine Ent'ment Group,
TATANKA,,,,Corson Agency,
Tate McRae,224,"$2,242",North America,Creative Artists Agency (Music),Los Angeles
Tauk,506,"$8,775",North America,Mint Talent Group,
Tauren Wells,888,"$22,135",Worldwide,Creative Artists Agency (Music),Los Angeles
TAWIAH,,,,Outer/Most,
Tay Money,,,Worldwide,MAC Agency,
Tay Oskee,,,Worldwide ex. North America,UTA,
Taye Diggs,,,Worldwide,ICM Partners,
Tayhana,,,Worldwide,Surefire Agency,
Tayla Parx,,,Worldwide ex. North America,ICM Partners,
Tayler Buono,,,Worldwide,United Talent Agency - Beverly Hills,
Tayler Buono,,,Worldwide,UTA,
Taylor Acorn,,,Worldwide,WME,
Taylor Bennett,364,"$7,344",North America,United Talent Agency - Beverly Hills,
Taylor Bennett,364,"$7,344",North America,UTA,
Taylor Hawkins & The Coattail Riders,,,North America,WME,
Taylor Hicks,216,"$6,249",North America,APA,
Taylor Janzen,,,North America,United Talent Agency - Beverly Hills,
Taylor Janzen,,,North America,UTA,
Taylor McCall,,,Worldwide,WME,
Taylor McFerrin,157,"$2,360","Europe, Asia, Australia",UTA,
Taylor McFerrin,157,"$2,360","United States, Mexico, Canada",Arrival Artists,
Taylor Phillips,,,Worldwide,WME,
Taylor Tomlinson,808,"$35,382",North America,UTA - Comedy,
Taylor Williamson,,,Worldwide,Gersh,
Tayo Sound,,,North America,Paradigm - NYC,
Tchami,"2,101","$69,710",Worldwide ex. UK/Europe,Paradigm - NYC,
Tea Leaf Green,452,"$9,791",North America,Madison House,
Team Coco,,,North America,WME,
Team Dresch,,,,Wired Tour Booking,
Tears For Fears,"6,337","$419,532",Worldwide,Creative Artists Agency (Music),Los Angeles
Technasia,,,North America,Liaison Artists,
TECHNOBOY,,,,Corson Agency,
Ted Alexandro,,,Worldwide,Gersh,
Ted Leo,777,"$17,925",North America,Concerted Efforts,
Ted Nugent,"1,833","$69,945",Worldwide,Artist Group International,
Tedashii,,,North America,WME,
Teddy And The Rough Riders,59,$612,North America,"The Progressive Global Agency, Inc",
Teddy Riley and Friends,,,Worldwide,Universal Attractions Agency,
Teddy Robb,,,North America,WME,
Teddy Swims,,,North America,WME,
Teddy Thompson,100,"$2,192",North America,Concerted Efforts,
Tedeschi Trucks Band,"4,867","$303,790",Worldwide,Entourage Talent Associates,
Tedy,,,"North America, South America",Paradigm - Toronto,
Tee Grizzley,,,Worldwide,ICM Partners,
Teebs,90,"$1,416",South America,Surefire Agency,
Teedra Moses,188,"$6,539",Worldwide,ICM Partners,
Teenage Fanclub,863,"$31,590",North America,High Road Touring,
Teenage Wrist,262,"$4,318",North America,APA,
Teflon Sega,,,North America,Paradigm - NYC,
Tegan And Sara,902,"$53,928",Australia,WME,
Tegan And Sara,902,"$53,928",Worldwide,WME,
Teischa,,,Worldwide ex. North America,WME,
Teitur,49,$783,North America,Madison House,
Telekinetic Yeti,127,"$2,198",North America,Tone Deaf Touring,
Teleman,500,"$9,902",Worldwide ex. North America,UTA,
Telepopmusik,174,"$3,454",North America,Earth To Peter,
Television,,,North America,High Road Touring,
Teller,,,Worldwide,WME,
Telltale,,,United States,Dynamic Talent International,
Temecula Road,,,North America,WME,
TEMINITE,,,,Prysm Talent Agency,
Temple Of The Dog,,,North America,WME,
TEMPOREX,,,North America,Paradigm - NYC,
Ten Fé,,,North America,WME,
Ten Foot Pole,37,$398,United States,Covert Booking,
Ten Times a Million,,,"Europe, United Kingdom",UTA,
Ten Tonnes,293,"$4,480",North America,Paradigm - NYC,
Ten Years After,,,North America,American Artists Corp.,
Tenacious D,"5,298","$286,285",North America,WME,
Tender,242,"$3,544",North America,ICM Partners,
Tenement,,,,Wired Tour Booking,
Tengger Cavalry,101,"$2,045",North America,Tone Deaf Touring,
Tenille Arts,"1,760","$79,551",Worldwide,WME,
Tenille Townes,,,Worldwide,Creative Artists Agency (Music),Los Angeles
Tennyson,204,"$3,409",North America,Paradigm - Nashville,
Tennyson,204,"$3,409","Canada, Mexico, United States, Australia, Japan, New Zealand, South America",Arrival Artists,
Tense Machine,,,North America,TKO,
Tensnake,,,"South America, North America",Liaison Artists,
Tenterhook,,,Europe,WME,
Tenth Avenue North,995,"$31,109",North America,WME,
Tenth Mountain Division,,,North America,Madison House,
Tep No,,,North America,Creative Artists Agency (Music),Los Angeles
Tera Melos,,,Worldwide ex. UK/Europe,APA,
Terence Blanchard,324,"$10,103",North America,International Music Network,
Terra Lightfoot,,,United States,Madison House,
TERRAVITA,,,,Corson Agency,
Terri Clark,188,"$7,873",Worldwide,United Talent Agency - Beverly Hills,
Terri Clark,188,"$7,873",Worldwide,UTA,
Terri Lyne Carrington,81,"$4,328",Worldwide,International Music Network,
Terror,313,"$5,759",Worldwide ex. UK/Europe,Sound Talent Group,
Terror Jr,231,"$4,001",Worldwide,Mint Talent Group,
Terror Reid,,,North America,Paradigm - NYC,
Terrortron,,,North America,Tone Deaf Touring,
Terry Fator,"1,310","$81,661",North America,ICM Partners,
Terry McBride,,,North America,APA,
Terry Presume,,,North America,Paradigm - NYC,
Terry Presume,,,North America,Paradigm - Beverly Hills,
Terry Riley,"1,011","$34,696",North America,SRO Artists,
Tesla,"1,300","$67,896",North America,Artist Group International,
TESS PARKS,,,,Space Agency Booking,
Tessa Coates,,,North America,WME,
Tessa Violet,239,"$3,399",North America,Paradigm - NYC,
Tessela,,,North America,Surefire Agency,
TesseracT,784,"$19,628",North America,Artist Group International,
